congress_id,link,long_title,short_title,authors,date_filed,subjects
60488,https://ldr.senate.gov.ph/bills/house-bill-no-999-19th-congress,,,,"July 4, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-998-19th-congress,,,,"July 4, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-997-19th-congress,,,,"July 4, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-996-19th-congress,,,,"July 4, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-995-19th-congress,,,,"July 4, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-994-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-993-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-992-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-991-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-990-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-99-19th-congress,,,,"June 30, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-989-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-988-19th-congress,,INCREASING THE SERVICE INCENTIVE LEAVE OF EMPLOYEES,,"July 1, 2022",SERVICE INCENTIVE LEAVE; LABOR CODE OF THE PHILIPPINES (P.D.NO. 442)
60488,https://ldr.senate.gov.ph/bills/house-bill-no-987-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-986-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-985-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-984-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-983-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-982-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-981-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-980-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-98-19th-congress,,,,"June 30, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-979-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-978-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9772-19th-congress,,,,"December 14, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9771-19th-congress,,,,"December 14, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-977-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9767-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9766-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9765-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9763-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9762-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9761-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9760-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-976-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9759-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9758-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9757-19th-congress,,,,"December 13, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9756-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9755-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9754-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9753-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9752-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9751-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9750-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-975-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9749-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9748-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9747-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9746-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9745-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9744-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9743-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9742-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9741-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9740-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-974-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9739-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9738-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9737-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9736-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9735-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9734-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9733-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9732-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9731-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9730-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-973-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9729-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9728-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9727-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9726-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9725-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9724-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9723-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9722-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9721-19th-congress,,,,"December 12, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9720-19th-congress,,,,"December 11, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-972-19th-congress,,,,"July 1, 2022",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9719-19th-congress,,,,"December 11, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9718-19th-congress,,,,"December 11, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9717-19th-congress,,,,"December 11, 2023",
60488,https://ldr.senate.gov.ph/bills/house-bill-no-9716-19th-congress,,,,"December 11, 2023",
