member_id,member_name,representation,bill_code,bill_title,bill_status
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB03455,"AN ACT ESTABLISHING ALEGRIA HIGH SCHOOL IN BARANGAY ALEGRIA, MUNICIPALITY OF BARCELONA, PROVINCE OF SORSOGON, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",Pending with the Committee on BASIC EDUCATION AND CULTURE since 2022-08-15
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB03456,"AN ACT ESTABLISHING CALINTAAN HIGH SCHOOL IN THE ISLAND BARANGAYS OF CALINTAAN AND CALAYUAN, MUNICIPALITY OF MATNOG, PROVINCE OF SORSOGON APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",Pending with the Committee on BASIC EDUCATION AND CULTURE since 2022-08-15
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB03457,"AN ACT ESTABLISHING THE PHILIPPINE BLOOD CENTER, DEFINING ITS OBJECTIVES, POWERS AND FUNCTIONS, AND APPROPRIATING FUNDS THEREFOR",Pending with the Committee on HEALTH since 2022-08-15
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB03458,AN ACT INSTITUTIONALIZING THE COMMUNITY-DRIVEN DEVELOPMENT APPROACH AS A NATIONAL STRATEGY FOR INCLUSIVE GROWTH AND SOCIAL PROTECTION AND APPROPRIATING FUNDS THEREFOR,Referred to Stakeholders on 2022-09-07
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB03459,"AN ACT CREATING THE HUMAN RESOURCE MANAGEMENT OFFICE AND GENERAL SERVICES OFFICE IN THE LOCAL GOVERNMENT UNITS, AND DEFINING THEIR FUNCTIONS",Pending with the Committee on LOCAL GOVERNMENT since 2022-08-15
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB06608,"AN ACT ESTABLISHING THE MAHARLIKA INVESTMENT FUND,
PROVIDING FOR THE MANAGEMENT, INVESTMENT, AND USE
OF THE PROCEEDS OF THE FUND, AND APPROPRIATING FUNDS THEREFOR","Approved by the House on 2022-12-15, transmitted to the Senate on 2022-12-19 and received by the Senate on 2022-12-19"
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB06558,"AN ACT INSTITUTING REFORMS IN REAL PROPERTY VALUATION AND ASSESSMENT
IN THE PHILIPPINES, REORGANIZING THE BUREAU OF LOCAL GOVERNMENT
FINANCE, AND APPROPRIATING FUNDS THEREFOR","Approved by the House on 2022-12-12, transmitted to the Senate on 2022-12-14 and received by the Senate on 2022-12-14"
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB04488,"AN ACT APPROPRIATING FUNDS FOR THE OPERATION OF THE GOVERNMENT OF THE REPUBLIC OF THE PHILIPPINES FROM JANUARY ONE TO DECEMBER THIRTY-ONE, TWO THOUSAND AND TWENTY-THREE",Republic Act RA11936 enacted on 2022-12-16
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB06557,AN ACT PROVIDING FOR THE MAGNA CARTA OF BARANGAY HEALTH WORKERS,"Approved by the House on 2022-12-12, transmitted to the Senate on 2022-12-14 and received by the Senate on 2022-12-14"
114,Wowo  Fortes,"Sorsogon - 2nd District House of Representatives, Quezon City",HB04673,"AN ACT POSTPONING THE DECEMBER 2022 BARANGAY AND SANGGUNIANG KABATAAN ELECTIONS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9164, AS AMENDED BY REPUBLIC ACT NO. 9340, REPUBLIC ACT NO. 10632, REPUBLIC ACT NO. 10656, REPUBLIC ACT NO. 10923, REPUBLIC ACT NO. 10952 AND REPUBLIC ACT NO. 11462, AND APPROPRIATING FUNDS THEREFOR",Republic Act RA11935 enacted on 2022-10-10
