congress_id,link,long_title,short_title,authors,date_filed,subjects
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3595-14th-congress-republic,AN ACT CREATING THE NATIONAL MARINE TRANSPORTATION SAFETY BOARD (NMTSB) OF THE PHILIPPINES,NATIONAL MARINE TRANSPORTATION SAFETY BOARD,"GORDON, RICHARD J.","April 6, 2010",NATIONAL MARINE TRANSPORTATION SAFETY BOARD (NMTSB)
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3563-14th-congress-republic,AN ACT STRENGTHENING THE AUTONOMY AND INDEPENDENCE OF THE OFFICE OF THE SOLICITOR GENERAL AND FOR OTHER PURPOSES,AUTONOMY AND INDEPENDENCE OF THE OFFICE OF THE SOLICITOR GENERAL,Edgardo J. Angara,"November 1, 2010",SOLICITOR GENERAL
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3572-14th-congress-republic,AN ACT DECLARING THE DAY ON WHICH CHINESE NEW YEAR FALLS EACH YEAR AS A SPECIAL WORKING HOLIDAY AS A SIGN OF GOODWILL AND AMITY BETWEEN THE PHILIPPINES AND CHINA,CHINESE NEW YEAR,"GORDON, RICHARD J.","January 27, 2010",CHINESE NEW YEAR
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3592-14th-congress-republic,AN ACT ESTABLISHING THE NATIONAL GERIATRIC HEALTH CENTRE OF THE PHILIPPINES,DRA. EVA MACARAEG-MACAPAGAL NATIONAL CENTER FOR GERIATRIC HEALTH ACT,"LAPID, MANUEL ""LITO"" M.","April 2, 2010",HEALTH SERVICE FACILITIES/HOSPITALS
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3596-14th-congress-republic,"AN ACT AMENDING CHAPTER V, SECTION IV OF R.A.NO. 9295, OTHERWISE KNOWN AS ""THE DOMESTIC SHIPPING DEVELOPMENT ACT OF 2004""","AMENDING R.A.NO. 9295,  THE DOMESTIC SHIPPING DEVELOPMENT ACT OF 2004","GORDON, RICHARD J.","April 6, 2010",Shipping industry
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3564-14th-congress-republic,AN ACT STRENGTHENING THE AUTONOMY AND INDEPENDENCE OF THE OFFICE OF THE SOLICITOR GENERAL AND FOR OTHER PURPOSES,AUTONOMY AND INDEPENDENCE OF THE OFFICE OF THE SOLICITOR GENERAL,"ENRILE, JUAN PONCE","October 1, 2010",SOLICITOR GENERAL
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3576-14th-congress-republic,AN ACT GRANTING PHILIPPINE CITIZENSHIP TO DENIS GUY MARTIN,PHILIPPINE CITIZENSHIP TO DENIS GUY MARTIN,Jamby A.S. Madrigal,"January 2, 2010","CITIZENSHIP, PHILIPPINE"
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3593-14th-congress-republic,"AN ACT PROVIDING A SYSTEM OF EXTENDING NO-COLLATERAL, LOW-INTEREST LOANS TO GRADUATES OF ANY COURSES OFFERED BY THE TECHNICAL EDUCATION AND SKILLS AUTHORITY OR DULY ACCREDITED LEARNING INSTITUTIONS WITH APPROVED OVERSEAS JOB CONTRACTS","NO-COLLATERAL, LOW-INTEREST LOANS TO GRADUATES (TESDA)","ESCUDERO, FRANCIS G.","September 2, 2010",TECHNICAL EDUCATION AND SKILLS DEVELOPMENT AUTHORITY (TESDA)
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3565-14th-congress-republic,AN ACT AMENDING REPUBLIC ACT NO. 9189 OTHERWISE KNOWN AS THE OVERSEAS ABSENTEE VOTING ACT OF 2003,OVERSEAS ABSENTEE VOTING ACT,"VILLAR JR., MANUEL B.","November 1, 2010",ABSENTEE VOTING
47,https://ldr.senate.gov.ph/bills/senate-bill-no-3575-14th-congress-republic,"AN ACT FURTHER AMENDING PRESIDENTIAL DECREE NO. 1869, AS AMENDED BY REPUBLIC ACT NO. 9487, EXPRESSLY PROVIDING THE TERM OF OFFICE FOR THE CHAIRMAN AND CHIEF EXECUTIVE OFFICER, PRESIDENT AND CHIEF OPERATING OFFICER AND OTHER MEMBERS OF THE BOARD OF DIRECTORS OF THE PHILIPPINE AMUSEMENT AND GAMING CORPORATION (PAGCOR)","PAGCOR (TERM OF OFFICE FOR THE CHAIRMAN, CEO, BOARD OF DIRECTORS)","ENRILE, JUAN PONCE","January 2, 2010",PHILIPPINE AMUSEMENT AND GAMING CORPORATION (PAGCOR)
